staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,hire_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,total_experience_years,company_tenure_years,skills,languages,certifications,previous_hotels_worked,employment_type,education_level,work_schedule,performance_rating,vacation_days_remaining,sick_days_remaining,is_active,termination_date,termination_reason,date_of_birth,nationality,emergency_contact_name,emergency_contact_phone
S0001000051,82958c98-18a5-4f9a-9695-04f292b4abb2,지연,이,F,Bellhop,Front Desk,Entry Level,2026-03-07,21400,2691.55,Night,지연.이@luxuryhotels.com,+1-949-513-8266,Gloria Carr,Spouse,+1-854-386-9306,1.0,0.1,"Problem Solving, Reservation Systems, Attention to Detail, Communication, Computer Skills, Multi-tasking","English (Native), German (Fluent), Japanese (Basic), Spanish (Fluent)",,1,Full-time,High School,9am-5pm,Meets Expectations,7,8,True,,,1970-03-17,Asia Pacific,Gloria Carr,+1-854-386-9306
S0001000052,82958c98-18a5-4f9a-9695-04f292b4abb2,예지,김,F,Bellhop,Front Desk,Entry Level,2023-07-27,27700,4041.91,Morning,예지.김40@luxuryhotels.com,+1-728-456-8040,Morgan James,Friend,+1-709-489-5694,3.2,2.5,"Time Management, Problem Solving, Computer Skills, Customer Service, Conflict Resolution, Multi-tasking",Arabic (Native),,0,Full-time,High School,7am-3pm,Meets Expectations,14,9,False,2025-04-03,Retired,1980-01-28,Asia Pacific,Morgan James,+1-709-489-5694
S0001000053,82958c98-18a5-4f9a-9695-04f292b4abb2,充,田中,M,Receptionist,Front Desk,Junior,2024-06-04,35000,4997.34,Afternoon,充.田中50@hotelgroup.com,+1-990-576-8542,James Cooper,Parent,+1-572-317-4576,3.0,1.7,"Computer Skills, Conflict Resolution, Communication, Problem Solving, Reservation Systems, Customer Service","French (Native), Spanish (Basic), German (Basic), Russian (Fluent)",,0,Full-time,Vocational Training,10am-6pm,Meets Expectations,11,6,True,,,1974-09-24,Asia Pacific,James Cooper,+1-572-317-4576
S0001000054,82958c98-18a5-4f9a-9695-04f292b4abb2,涼平,渡辺,M,Front Desk Agent,Front Desk,Junior,2026-10-27,39000,3861.99,Rotating,涼平.渡辺83@hospitalitygroup.com,+1-578-780-1741,Steven Walters,Friend,+1-946-532-4528,3.8,0.1,"Problem Solving, Time Management, Reservation Systems, Communication, Attention to Detail, Multi-tasking",Japanese (Native),,3,Part-time,High School,Evenings,Unsatisfactory,8,12,True,,,1997-12-25,Asia Pacific,Steven Walters,+1-946-532-4528
S0001000055,82958c98-18a5-4f9a-9695-04f292b4abb2,सरल,सरीन,M,Bell Captain,Front Desk,Intermediate,2019-10-13,38100,5619.16,Morning,सरल.सरीन7@hospitalitygroup.com,+1-566-419-8828,David Mayo,Parent,+1-633-958-6674,12.6,6.3,"Multi-tasking, Customer Service, Problem Solving, Attention to Detail, Time Management","Chinese (Native), French (Intermediate), Arabic (Basic), Japanese (Fluent)",,1,Full-time,Master's Degree,10am-6pm,Meets Expectations,20,10,True,,,1993-01-28,Asia Pacific,David Mayo,+1-633-958-6674
S0001000056,82958c98-18a5-4f9a-9695-04f292b4abb2,इन्दु,अगरवाल,F,Bell Captain,Front Desk,Intermediate,2021-05-18,42300,4599.84,Morning,इन्दुअ@hotelgroup.com,+1-558-822-4119,Daniel Davis,Parent,+1-219-243-9167,8.9,4.7,"Time Management, Multi-tasking, Attention to Detail, Reservation Systems","Arabic (Native), French (Fluent), Russian (Intermediate)",,1,Full-time,High School,7am-3pm,Needs Improvement,11,5,True,,,1959-11-24,Asia Pacific,Daniel Davis,+1-219-243-9167
S0001000057,82958c98-18a5-4f9a-9695-04f292b4abb2,민재,강,M,Receptionist,Front Desk,Junior,2023-05-20,29000,2784.51,Night,민재.강79@luxuryhotels.com,+1-278-611-4664,Marc Thompson,Partner,+1-273-949-6226,4.8,2.7,"Multi-tasking, Reservation Systems, Conflict Resolution, Computer Skills",Spanish (Native),,1,Full-time,Master's Degree,8am-4pm,Meets Expectations,13,9,True,,,1970-06-19,Asia Pacific,Marc Thompson,+1-273-949-6226
S0001000058,82958c98-18a5-4f9a-9695-04f292b4abb2,นิติ,เพียยา,M,Bellhop,Front Desk,Entry Level,2025-01-28,20500,1699.88,Rotating,นิติเ@hospitalitygroup.com,+1-962-820-4708,Arthur Harris,Spouse,+1-910-809-7995,2.7,1.0,"Customer Service, Reservation Systems, Computer Skills",English (Native),,3,Full-time,Vocational Training,8am-4pm,Meets Expectations,10,12,False,2025-12-02,Retired,1992-09-04,Asia Pacific,Arthur Harris,+1-910-809-7995
S0001000059,82958c98-18a5-4f9a-9695-04f292b4abb2,修平,山本,M,Concierge,Front Desk,Intermediate,2024-09-05,52100,5455.97,Morning,修山本@hotels.com,+1-702-933-8615,Tommy Arnold,Friend,+1-217-224-3964,7.4,1.4,"Conflict Resolution, Multi-tasking, Communication, Attention to Detail, Reservation Systems, Computer Skills","Spanish (Native), French (Fluent)",,2,Full-time,High School,11pm-7am,Exceeds Expectations,11,7,True,,,1980-11-09,Asia Pacific,Tommy Arnold,+1-217-224-3964
S0001000060,82958c98-18a5-4f9a-9695-04f292b4abb2,倩,马,F,Guest Relations Manager,Front Desk,Senior,2022-11-09,78500,7259.0,Night,倩马@hotels.com,+1-521-494-9698,Robert Lamb,Partner,+1-206-457-4818,15.2,3.3,"Conflict Resolution, Time Management, Customer Service, Computer Skills",Spanish (Native),,3,Full-time,Bachelor's Degree,9am-5pm,Needs Improvement,12,5,True,,,1963-03-01,Asia Pacific,Robert Lamb,+1-206-457-4818
S0001000061,82958c98-18a5-4f9a-9695-04f292b4abb2,आशा,प्रधान,F,Bellhop,Front Desk,Entry Level,2025-07-23,22200,2902.67,Night,आप्रधान@hotelgroup.com,+1-400-693-6515,Daniel Christian,Partner,+1-928-221-5068,1.7,0.6,"Reservation Systems, Attention to Detail, Communication",Arabic (Native),,2,Full-time,Master's Degree,11pm-7am,Meets Expectations,5,10,True,,,1990-01-03,Asia Pacific,Daniel Christian,+1-928-221-5068
S0001000062,82958c98-18a5-4f9a-9695-04f292b4abb2,शीला,वेंकटएसन,F,Concierge,Front Desk,Intermediate,2019-01-16,45000,3709.39,Morning,शीलाव@luxuryhotels.com,+1-471-650-8833,Mary Armstrong,Partner,+1-471-579-5438,11.7,7.1,"Multi-tasking, Conflict Resolution, Customer Service, Computer Skills, Problem Solving","German (Native), Russian (Intermediate), English (Basic)",,2,Full-time,Bachelor's Degree,9am-5pm,Exceeds Expectations,16,12,True,,,1981-10-01,Asia Pacific,Mary Armstrong,+1-471-579-5438
S0001000063,82958c98-18a5-4f9a-9695-04f292b4abb2,英樹,松本,M,Concierge,Front Desk,Intermediate,2019-09-10,38500,3631.71,Night,英樹.松本84@luxuryhotels.com,+1-421-770-5069,Sarah Carter,Friend,+1-422-730-9668,12.6,6.4,"Computer Skills, Problem Solving, Reservation Systems, Conflict Resolution, Time Management",German (Native),,0,Full-time,Vocational Training,8am-4pm,Meets Expectations,15,11,True,,,1984-09-14,Asia Pacific,Sarah Carter,+1-422-730-9668
S0001000064,82958c98-18a5-4f9a-9695-04f292b4abb2,ศศิรินทร์,ศิวะวรเวท,F,Front Desk Agent,Front Desk,Junior,2025-01-27,38000,4176.66,Afternoon,ศศิรินทร์ศ@luxuryhotels.com,+1-782-962-3631,David Mcclure,Spouse,+1-688-558-2850,3.5,1.0,"Customer Service, Communication, Conflict Resolution, Reservation Systems","English (Native), Spanish (Intermediate), Japanese (Intermediate)",,2,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,12,12,True,,,2007-03-06,Asia Pacific,David Mcclure,+1-688-558-2850
S0001000065,82958c98-18a5-4f9a-9695-04f292b4abb2,凤兰,侯,F,Bell Captain,Front Desk,Intermediate,2020-07-08,48400,5022.98,Afternoon,凤兰侯@hospitalitygroup.com,+1-924-676-3419,Suzanne Allen,Spouse,+1-222-865-7346,11.9,5.6,"Customer Service, Communication, Computer Skills, Time Management, Problem Solving, Attention to Detail",Spanish (Native),,0,Full-time,Vocational Training,11pm-7am,Meets Expectations,22,12,True,,,1967-11-03,Asia Pacific,Suzanne Allen,+1-222-865-7346
S0001000066,82958c98-18a5-4f9a-9695-04f292b4abb2,병철,이,M,Bellhop,Front Desk,Entry Level,2025-05-27,23200,2824.57,Afternoon,병철이@hotelgroup.com,+1-497-861-3074,Wendy Martin,Sibling,+1-214-408-1634,2.4,0.7,"Time Management, Communication, Attention to Detail, Multi-tasking, Problem Solving, Customer Service","German (Native), English (Basic), Russian (Basic)",,3,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,9,5,True,,,1995-06-17,Asia Pacific,Wendy Martin,+1-214-408-1634
S0001000067,82958c98-18a5-4f9a-9695-04f292b4abb2,मणीन्द्र,लोबो,M,Bellhop,Front Desk,Entry Level,2023-07-26,22900,2723.43,Night,मणीन्द्रल@hotelgroup.com,+1-716-897-9597,Lisa Brock,Spouse,+1-568-686-2803,2.8,2.5,"Computer Skills, Time Management, Multi-tasking, Attention to Detail, Conflict Resolution, Reservation Systems","Chinese (Native), Russian (Fluent)",,0,Contract,Master's Degree,Project Basis,Meets Expectations,11,11,True,,,1960-12-02,Asia Pacific,Lisa Brock,+1-568-686-2803
S0001000068,82958c98-18a5-4f9a-9695-04f292b4abb2,龙,杨,M,Concierge,Front Desk,Intermediate,2023-08-18,56900,3076.56,Afternoon,龙杨@luxuryhotels.com,+1-887-570-7966,Brady George,Spouse,+1-763-980-4183,7.3,2.5,"Conflict Resolution, Multi-tasking, Problem Solving",German (Native),,4,Full-time,Vocational Training,7am-3pm,Meets Expectations,14,9,True,,,1995-09-28,Asia Pacific,Brady George,+1-763-980-4183
S0001000069,82958c98-18a5-4f9a-9695-04f292b4abb2,상호,김,M,Front Desk Agent,Front Desk,Junior,2025-10-07,35800,3669.45,Morning,상호.김54@hospitalitygroup.com,+1-267-596-1149,Martin Avery,Spouse,+1-641-598-5034,2.9,0.3,"Time Management, Customer Service, Reservation Systems, Communication, Computer Skills",Arabic (Native),,2,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,7,10,False,2026-01-07,Retired,1966-06-06,Asia Pacific,Martin Avery,+1-641-598-5034
S0001000070,82958c98-18a5-4f9a-9695-04f292b4abb2,晃,鈴木,M,Receptionist,Front Desk,Junior,2023-02-06,44200,5419.52,Night,晃鈴木@hotels.com,+1-568-388-2133,Justin Mcknight,Partner,+1-994-792-6170,6.6,3.0,"Computer Skills, Time Management, Problem Solving, Customer Service","German (Native), Spanish (Intermediate), Japanese (Basic)",,1,Full-time,Vocational Training,3pm-11pm,Exceeds Expectations,13,6,True,,,1991-07-05,Asia Pacific,Justin Mcknight,+1-994-792-6170
S0001000071,82958c98-18a5-4f9a-9695-04f292b4abb2,지은,정,F,Guest Relations Manager,Front Desk,Senior,2022-02-14,67500,9619.62,Afternoon,지은정@hospitalitygroup.com,+1-543-741-6821,Christina Jackson,Friend,+1-664-683-7639,12.4,4.0,"Customer Service, Time Management, Communication",Chinese (Native),,3,Full-time,High School,10am-6pm,Meets Expectations,14,11,True,,,1993-02-03,Asia Pacific,Christina Jackson,+1-664-683-7639
S0001000072,82958c98-18a5-4f9a-9695-04f292b4abb2,นารดา,นุชแนวนุ่ม,F,Concierge,Front Desk,Intermediate,2023-10-24,46700,5728.76,Afternoon,นารดาน@hotelgroup.com,+1-441-934-8838,Justin Garcia,Partner,+1-915-573-7357,8.8,2.3,"Multi-tasking, Customer Service, Computer Skills",Arabic (Native),,4,Full-time,High School,11pm-7am,Needs Improvement,11,11,True,,,1989-12-04,Asia Pacific,Justin Garcia,+1-915-573-7357
S0001000073,82958c98-18a5-4f9a-9695-04f292b4abb2,平,孟,M,Bellhop,Front Desk,Entry Level,2024-05-08,28400,3798.01,Morning,平孟@hotels.com,+1-387-692-8226,Victoria Nunez,Spouse,+1-353-738-1763,3.0,1.8,"Problem Solving, Communication, Conflict Resolution, Multi-tasking, Computer Skills","English (Native), French (Basic)",,0,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,12,10,True,,,1997-07-05,Asia Pacific,Victoria Nunez,+1-353-738-1763
S0001000074,82958c98-18a5-4f9a-9695-04f292b4abb2,舞,西村,F,Bellhop,Front Desk,Entry Level,2024-01-26,29200,3356.44,Rotating,舞.西村54@hotels.com,+1-392-954-6841,Diane Munoz,Parent,+1-445-768-6654,3.4,2.0,"Communication, Problem Solving, Reservation Systems, Computer Skills, Conflict Resolution, Multi-tasking","English (Native), Russian (Intermediate)",,2,Full-time,High School,9am-5pm,Meets Expectations,14,9,True,,,1996-05-08,Asia Pacific,Diane Munoz,+1-445-768-6654
S0001000075,82958c98-18a5-4f9a-9695-04f292b4abb2,柳,徐,F,Bellhop,Front Desk,Entry Level,2025-03-17,20800,1645.99,Morning,柳徐@hotels.com,+1-375-736-5397,Rhonda Jackson,Parent,+1-438-275-6177,1.2,0.9,"Customer Service, Time Management, Attention to Detail, Reservation Systems, Multi-tasking, Communication",Russian (Native),,2,Full-time,Bachelor's Degree,10am-6pm,Meets Expectations,10,9,True,,,1963-08-21,Asia Pacific,Rhonda Jackson,+1-438-275-6177
S0001000076,82958c98-18a5-4f9a-9695-04f292b4abb2,裕美子,伊藤,F,Front Desk Agent,Front Desk,Junior,2023-11-25,30000,4344.14,Afternoon,裕美子伊@hotels.com,+1-830-260-8338,Nicole Martinez,Parent,+1-873-915-3784,3.3,2.2,"Computer Skills, Communication, Problem Solving, Attention to Detail","Russian (Native), French (Intermediate), Chinese (Basic)",,3,Part-time,Vocational Training,30 hours/week,Meets Expectations,11,5,True,,,1995-05-25,Asia Pacific,Nicole Martinez,+1-873-915-3784
S0001000077,82958c98-18a5-4f9a-9695-04f292b4abb2,瑞,韦,M,Bellhop,Front Desk,Entry Level,2023-10-09,21600,2539.6,Rotating,瑞.韦@hotelgroup.com,+1-947-947-9294,Paul Jackson,Sibling,+1-945-869-6510,2.5,2.3,"Communication, Problem Solving, Customer Service, Time Management, Computer Skills","Russian (Native), Japanese (Intermediate)",,0,Full-time,High School,9am-5pm,Needs Improvement,11,9,True,,,1970-10-05,Asia Pacific,Paul Jackson,+1-945-869-6510
S0001000078,82958c98-18a5-4f9a-9695-04f292b4abb2,निखिल,यादव,M,Receptionist,Front Desk,Junior,2026-04-05,25200,2306.31,Afternoon,निखिल.यादव88@hotelgroup.com,+1-670-204-6576,Nicole Garcia,Partner,+1-477-506-5285,1.2,0.1,"Customer Service, Reservation Systems, Problem Solving, Multi-tasking, Computer Skills",Russian (Native),,0,Full-time,High School,8am-4pm,Unsatisfactory,8,10,True,,,2000-07-15,Asia Pacific,Nicole Garcia,+1-477-506-5285
S0001000079,82958c98-18a5-4f9a-9695-04f292b4abb2,淑兰,罗,F,Bellhop,Front Desk,Entry Level,2024-10-10,24700,3527.36,Morning,淑兰.罗22@hotels.com,+1-704-999-3211,Sandra Weeks,Spouse,+1-816-222-6220,1.6,1.3,"Computer Skills, Time Management, Conflict Resolution, Customer Service, Attention to Detail, Problem Solving","German (Native), Russian (Basic), Arabic (Fluent)",,0,Full-time,High School,8am-4pm,Needs Improvement,14,7,True,,,1994-01-24,Asia Pacific,Sandra Weeks,+1-816-222-6220
S0001000080,82958c98-18a5-4f9a-9695-04f292b4abb2,정희,이,F,Bell Captain,Front Desk,Intermediate,2021-07-08,46700,2404.0,Night,정이@hotels.com,+1-513-839-9843,Julie Martinez,Sibling,+1-575-671-9802,11.1,4.6,"Reservation Systems, Multi-tasking, Computer Skills, Communication, Attention to Detail",English (Native),,1,Full-time,High School,10am-6pm,Needs Improvement,10,5,False,2024-12-22,Relocated,2000-09-16,Asia Pacific,Julie Martinez,+1-575-671-9802
S0001000081,82958c98-18a5-4f9a-9695-04f292b4abb2,荣,邓,F,Front Desk Agent,Front Desk,Junior,2023-05-18,33600,2523.27,Night,荣邓@hotelgroup.com,+1-597-468-7658,Rhonda Melton,Friend,+1-246-518-5657,3.8,2.7,"Problem Solving, Time Management, Computer Skills, Multi-tasking, Reservation Systems","Spanish (Native), French (Fluent), Russian (Basic)",,2,Part-time,Master's Degree,Weekends Only,Meets Expectations,11,9,True,,,1973-09-03,Asia Pacific,Rhonda Melton,+1-246-518-5657
S0001000082,82958c98-18a5-4f9a-9695-04f292b4abb2,민석,이,M,Guest Relations Manager,Front Desk,Senior,2018-02-09,70100,6637.88,Morning,민이@hotels.com,+1-645-492-8416,Jason Thomas,Friend,+1-715-223-8572,17.5,8.0,"Computer Skills, Attention to Detail, Problem Solving, Time Management, Multi-tasking","German (Native), Spanish (Fluent), Russian (Fluent), French (Intermediate)",,4,Part-time,High School,Weekends Only,Exceeds Expectations,22,7,True,,,1967-09-23,Asia Pacific,Jason Thomas,+1-715-223-8572
S0001000083,82958c98-18a5-4f9a-9695-04f292b4abb2,亮介,藤田,M,Concierge,Front Desk,Intermediate,2019-05-23,50900,3432.9,Afternoon,亮介.藤田@hotels.com,+1-559-223-1105,Douglas Reed,Spouse,+1-404-573-1993,11.2,6.7,"Communication, Multi-tasking, Conflict Resolution","Arabic (Native), Chinese (Basic), Russian (Fluent), Japanese (Fluent)",,0,Part-time,High School,30 hours/week,Meets Expectations,17,10,True,,,1983-04-25,Asia Pacific,Douglas Reed,+1-404-573-1993
S0001000084,82958c98-18a5-4f9a-9695-04f292b4abb2,裕美子,山口,F,Guest Relations Manager,Front Desk,Senior,2023-03-19,73600,2675.86,Night,裕美子山@hotelgroup.com,+1-881-910-9979,Thomas White,Parent,+1-876-927-1442,13.5,2.9,"Multi-tasking, Problem Solving, Customer Service, Computer Skills","Arabic (Native), French (Intermediate), Spanish (Intermediate), Japanese (Fluent)",Food Handler,4,Full-time,High School,9am-5pm,Meets Expectations,12,8,True,,,1993-08-07,Asia Pacific,Thomas White,+1-876-927-1442
S0001000085,82958c98-18a5-4f9a-9695-04f292b4abb2,春香,渡辺,F,Front Desk Agent,Front Desk,Junior,2025-05-19,26400,2213.09,Morning,春香渡@hotelgroup.com,+1-581-731-2693,William Haney,Friend,+1-816-942-8215,3.7,0.7,"Customer Service, Reservation Systems, Attention to Detail, Communication, Conflict Resolution",French (Native),,1,Full-time,High School,3pm-11pm,Meets Expectations,10,8,True,,,1979-03-10,Asia Pacific,William Haney,+1-816-942-8215
S0001000086,82958c98-18a5-4f9a-9695-04f292b4abb2,刚,赵,M,Bellhop,Front Desk,Entry Level,2025-09-05,22400,1612.8,Afternoon,刚赵@hospitalitygroup.com,+1-571-385-9671,Caitlyn Martinez,Sibling,+1-898-262-1747,1.1,0.4,"Attention to Detail, Computer Skills, Time Management, Reservation Systems, Multi-tasking","Chinese (Native), French (Fluent), Russian (Intermediate), English (Fluent)",,1,Full-time,High School,3pm-11pm,Meets Expectations,9,8,False,2025-12-05,Retired,1986-05-11,Asia Pacific,Caitlyn Martinez,+1-898-262-1747
S0001000087,82958c98-18a5-4f9a-9695-04f292b4abb2,莉,罗,F,Front Desk Agent,Front Desk,Junior,2024-06-02,27300,1468.17,Rotating,莉罗@hotels.com,+1-840-539-5162,Michael Matthews,Friend,+1-244-706-8585,2.8,1.7,"Time Management, Computer Skills, Conflict Resolution","Japanese (Native), German (Intermediate)",,1,Full-time,Vocational Training,3pm-11pm,Meets Expectations,12,10,True,,,1988-06-03,Asia Pacific,Michael Matthews,+1-244-706-8585
S0001000088,82958c98-18a5-4f9a-9695-04f292b4abb2,くみ子,山田,F,Receptionist,Front Desk,Junior,2025-09-09,26100,1917.92,Night,くみ子山@hotels.com,+1-460-649-8665,Jessica Powell,Partner,+1-382-233-9262,3.7,0.4,"Attention to Detail, Problem Solving, Computer Skills, Conflict Resolution","French (Native), Spanish (Intermediate), Arabic (Intermediate)",,2,Part-time,Bachelor's Degree,30 hours/week,Exceeds Expectations,10,7,True,,,1963-03-22,Asia Pacific,Jessica Powell,+1-382-233-9262
S0001000089,82958c98-18a5-4f9a-9695-04f292b4abb2,중수,김,M,Front Desk Agent,Front Desk,Junior,2025-08-05,35600,5316.66,Night,중김@hospitalitygroup.com,+1-383-483-1153,Tammy Novak,Spouse,+1-463-410-7240,1.8,0.5,"Communication, Time Management, Computer Skills, Attention to Detail",Japanese (Native),,2,Full-time,Bachelor's Degree,7am-3pm,Meets Expectations,5,8,True,,,1983-03-22,Asia Pacific,Tammy Novak,+1-463-410-7240
S0001000090,82958c98-18a5-4f9a-9695-04f292b4abb2,ฟารินี,นาถะพินธุ,F,Bellhop,Front Desk,Entry Level,2025-08-22,19400,1523.2,Afternoon,ฟนาถะพินธุ@hospitalitygroup.com,+1-798-854-6249,Shawna Holmes,Partner,+1-970-818-7998,2.2,0.5,"Problem Solving, Communication, Computer Skills, Multi-tasking, Conflict Resolution",German (Native),,2,Full-time,Vocational Training,9am-5pm,Meets Expectations,10,6,True,,,1994-02-17,Asia Pacific,Shawna Holmes,+1-970-818-7998
S0001000091,82958c98-18a5-4f9a-9695-04f292b4abb2,くみ子,鈴木,F,Bell Captain,Front Desk,Intermediate,2020-06-13,61100,2365.42,Afternoon,くみ子.鈴木78@hospitalitygroup.com,+1-218-682-9938,Rachel Chavez,Friend,+1-826-434-5945,9.9,5.7,"Communication, Conflict Resolution, Time Management, Reservation Systems, Customer Service",French (Native),,0,Full-time,High School,9am-5pm,Exceeds Expectations,20,9,True,,,1970-12-27,Asia Pacific,Rachel Chavez,+1-826-434-5945
